Order Date	State	Product ID	Category	Product Name	Sales
13.11.2015	Colorado	FUR-FU-10004006	Furniture	Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting	102,36
13.11.2015	Colorado	OFF-BI-10002794	Office Supplies	"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"	36,88
23.11.2017	North Carolina	TEC-AC-10003499	Technology	Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive	74,11
23.11.2017	North Carolina	TEC-PH-10002844	Technology	Speck Products Candyshell Flip Case	27,99
23.11.2017	North Carolina	OFF-AR-10000390	Office Supplies	Newell Chalk Holder	3,30
15.10.2015	Illinois	TEC-AC-10000844	Technology	Logitech Gaming G510s - Keyboard	339,96
25.12.2017	New York	FUR-FU-10001934	Furniture	Magnifier Swing Arm Lamp	41,96
03.11.2016	Iowa	OFF-AR-10000380	Office Supplies	Hunt PowerHouse Electric Pencil Sharpener, Blue	75,96
03.11.2016	Iowa	OFF-BI-10003981	Office Supplies	"Avery Durable Plastic 1"" Binders"	27,24
25.08.2014	Ohio	OFF-FA-10000621	Office Supplies	OIC Colored Binder Clips, Assorted Sizes	40,10
25.08.2014	Ohio	OFF-EN-10002600	Office Supplies	Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2	4,72
25.08.2014	Ohio	OFF-PA-10004965	Office Supplies	Xerox 1921	23,98
25.08.2014	Ohio	OFF-EN-10002504	Office Supplies	Tyvek  Top-Opening Peel & Seel Envelopes, Plain White	130,46
02.03.2015	Washington	FUR-TA-10001768	Furniture	Hon Racetrack Conference Tables	787,53
05.04.2015	Tennessee	OFF-BI-10003650	Office Supplies	GBC DocuBind 300 Electric Binding Machine	157,79
12.06.2016	Delaware	FUR-FU-10002157	Furniture	Artistic Insta-Plaque	47,04
12.06.2016	Delaware	OFF-BI-10003910	Office Supplies	DXL Angle-View Binders with Locking Rings by Samsill	30,84
12.06.2016	Delaware	OFF-ST-10000777	Office Supplies	Companion Letter/Legal File, Black	226,56
12.06.2016	Delaware	OFF-EN-10002500	Office Supplies	Globe Weis Peel & Seel First Class Envelopes	115,02
12.06.2016	Delaware	TEC-PH-10003875	Technology	KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7	68,04
26.12.2014	Texas	FUR-CH-10004063	Furniture	Global Deluxe High-Back Manager's Chair	600,56
20.09.2014	Illinois	FUR-TA-10004534	Furniture	Bevis 44 x 96 Conference Tables	617,70
05.11.2017	Arizona	OFF-BI-10003274	Office Supplies	Avery Durable Slant Ring Binders, No Labels	2,39
05.11.2017	Arizona	OFF-ST-10002974	Office Supplies	Trav-L-File Heavy-Duty Shuttle II, Black	243,99
06.11.2016	California	FUR-CH-10001146	Furniture	Global Task Chair, Black	81,42
06.11.2016	California	FUR-FU-10003773	Furniture	Eldon Cleatmat Plus Chair Mats for High Pile Carpets	238,56
02.02.2017	Ohio	TEC-PH-10002293	Technology	Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5	59,97
02.02.2017	Ohio	OFF-PA-10002377	Office Supplies	Xerox 1916	78,30
02.02.2017	Ohio	OFF-FA-10002780	Office Supplies	Staples	21,46
13.10.2016	California	OFF-PA-10001804	Office Supplies	Xerox 195	20,04
13.10.2016	California	OFF-PA-10001736	Office Supplies	Xerox 1880	35,44
13.10.2016	California	OFF-AR-10001149	Office Supplies	Sanford Colorific Colored Pencils, 12/Box	11,52
13.10.2016	California	OFF-FA-10002988	Office Supplies	Ideal Clamps	4,02
13.10.2016	California	OFF-BI-10004781	Office Supplies	GBC Wire Binding Strips	76,18
13.10.2016	California	OFF-SU-10001218	Office Supplies	Fiskars Softgrip Scissors	65,88
13.10.2016	California	FUR-FU-10001706	Furniture	Longer-Life Soft White Bulbs	43,12
05.09.2016	Pennsylvania	FUR-FU-10004848	Furniture	"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"	82,80
18.09.2017	California	OFF-AR-10000940	Office Supplies	Newell 343	8,82
18.09.2017	California	OFF-EN-10004030	Office Supplies	Convenience Packs of Business Envelopes	10,86
18.09.2017	California	OFF-PA-10004327	Office Supplies	Xerox 1911	143,70
22.12.2017	Missouri	OFF-AP-10001058	Office Supplies	Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators	839,43
07.09.2015	California	OFF-ST-10003656	Office Supplies	Safco Industrial Wire Shelving	671,93
22.10.2014	Ohio	FUR-FU-10000521	Furniture	"Seth Thomas 14"" Putty-Colored Wall Clock"	93,89
05.12.2016	Wisconsin	TEC-PH-10000215	Technology	Plantronics Cordless Phone Headset with In-line Volume - M214C	384,45
05.12.2016	Wisconsin	TEC-PH-10001448	Technology	Anker Astro 15000mAh USB Portable Charger	149,97
05.12.2016	Wisconsin	FUR-CH-10000454	Furniture	Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back	1951,84
05.12.2016	Wisconsin	OFF-BI-10002735	Office Supplies	GBC Prestige Therm-A-Bind Covers	171,55
13.03.2016	Arizona	OFF-AP-10000326	Office Supplies	Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection	157,92
13.03.2016	Arizona	TEC-PH-10001254	Technology	Jabra BIZ 2300 Duo QD Duo Corded Headset	203,18
31.05.2015	California	OFF-PA-10001950	Office Supplies	Southworth 25% Cotton Antique Laid Paper & Envelopes	58,38
31.05.2015	California	OFF-PA-10002254	Office Supplies	Xerox 1883	105,52
31.05.2015	California	OFF-ST-10001590	Office Supplies	Tenex Personal Project File with Scoop Front Design, Black	80,88
28.05.2015	Washington	OFF-AR-10001547	Office Supplies	Newell 311	6,63
01.03.2014	Washington	FUR-CH-10004063	Furniture	Global Deluxe High-Back Manager's Chair	457,57
20.11.2016	Oklahoma	OFF-LA-10002475	Office Supplies	Avery 519	14,62
20.11.2016	Oklahoma	TEC-PH-10004536	Technology	Avaya 5420 Digital phone	944,93
11.05.2016	California	OFF-PA-10002751	Office Supplies	Xerox 1920	5,98
28.12.2015	Pennsylvania	TEC-AC-10003657	Technology	Lenovo 17-Key USB Numeric Keypad	54,38
16.11.2016	New Mexico	OFF-EN-10001990	Office Supplies	Staple envelope	28,40
07.11.2016	Washington	OFF-BI-10004002	Office Supplies	Wilson Jones International Size A4 Ring Binders	27,68
08.09.2014	Texas	OFF-AR-10004441	Office Supplies	BIC Brite Liner Highlighters	9,94
08.09.2014	Texas	TEC-MA-10000822	Technology	Lexmark MX611dhe Monochrome Laser Printer	8159,95
08.09.2014	Texas	OFF-ST-10000991	Office Supplies	Space Solutions HD Industrial Steel Shelving.	275,93
08.09.2014	Texas	FUR-CH-10004287	Furniture	SAFCO Arco Folding Chair	1740,06
08.09.2014	Texas	OFF-AR-10002656	Office Supplies	Sanford Liquid Accent Highlighters	32,06
08.09.2014	Texas	OFF-AP-10002518	Office Supplies	Kensington 7 Outlet MasterPiece Power Center	177,98
08.09.2014	Texas	TEC-PH-10003931	Technology	JBL Micro Wireless Portable Bluetooth Speaker	143,98
05.08.2014	California	OFF-PA-10000659	Office Supplies	"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6"" x 11"""	20,94
05.08.2014	California	OFF-PA-10001144	Office Supplies	Xerox 1913	110,96
05.08.2014	California	FUR-CH-10003817	Furniture	Global Value Steno Chair, Gray	340,14
14.09.2014	Illinois	OFF-AP-10000891	Office Supplies	Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center	52,45
14.09.2014	Illinois	OFF-LA-10003148	Office Supplies	Avery 51	20,16
21.04.2017	Texas	OFF-AP-10002684	Office Supplies	Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection	97,26
21.11.2015	Ohio	FUR-CH-10004698	Furniture	Padded Folding Chairs, Black, 4/Carton	396,80
21.11.2015	Ohio	OFF-SU-10002189	Office Supplies	Acme Rosewood Handle Letter Opener	15,88
15.12.2015	New York	OFF-AR-10001940	Office Supplies	Sanford Colorific Eraseable Coloring Pencils, 12 Count	3,28
05.12.2014	Illinois	OFF-ST-10003455	Office Supplies	Tenex File Box, Personal Filing Tote with Lid, Black	24,82
05.12.2014	Illinois	TEC-AC-10004659	Technology	Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB	408,74
19.11.2014	Louisiana	TEC-PH-10003273	Technology	AT&T TR1909W	503,96
19.11.2014	Louisiana	TEC-PH-10004896	Technology	Nokia Lumia 521 (T-Mobile)	149,95
19.11.2014	Louisiana	TEC-AC-10002345	Technology	HP Standard 104 key PS/2 Keyboard	29,00
28.11.2016	Connecticut	OFF-BI-10001890	Office Supplies	Avery Poly Binder Pockets	7,16
26.08.2014	California	TEC-AC-10002323	Technology	SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card	176,80
16.07.2016	Texas	OFF-ST-10001328	Office Supplies	Personal Filing Tote with Lid, Black/Gray	37,22
16.07.2016	Texas	OFF-PA-10001950	Office Supplies	Southworth 25% Cotton Antique Laid Paper & Envelopes	20,02
12.10.2015	New York	FUR-BO-10002613	Furniture	Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors	899,14
12.10.2015	New York	TEC-PH-10001552	Technology	I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink	71,76
12.10.2015	New York	OFF-PA-10000061	Office Supplies	Xerox 205	51,84
12.10.2015	New York	FUR-BO-10002545	Furniture	Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors	626,35
12.10.2015	New York	OFF-AR-10003514	Office Supplies	4009 Highlighters by Sanford	19,90
31.10.2015	California	OFF-EN-10001509	Office Supplies	Poly String Tie Envelopes	14,28
21.03.2014	Ohio	OFF-AR-10004685	Office Supplies	Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set	7,41
21.03.2014	Ohio	OFF-AR-10004027	Office Supplies	Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box	6,05
06.11.2017	New Jersey	OFF-ST-10001414	Office Supplies	Decoflex Hanging Personal Folder File	46,26
06.07.2017	Pennsylvania	OFF-BI-10000343	Office Supplies	"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"	2,95
06.07.2017	Pennsylvania	OFF-PA-10002749	Office Supplies	Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page	16,06
24.06.2017	Ohio	OFF-PA-10002666	Office Supplies	Southworth 25% Cotton Linen-Finish Paper & Envelopes	21,74
03.08.2014	Colorado	FUR-TA-10004289	Furniture	BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables	218,75
03.08.2014	Colorado	OFF-AP-10003622	Office Supplies	Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack	2,60
17.12.2017	Texas	OFF-AP-10003217	Office Supplies	Eureka Sanitaire  Commercial Upright	66,28
03.06.2017	Tennessee	FUR-FU-10002960	Furniture	Eldon 200 Class Desk Accessories, Burgundy	35,17
09.12.2017	California	TEC-PH-10001918	Technology	Nortel Business Series Terminal T7208 Digital phone	444,77
01.12.2017	Michigan	OFF-ST-10000642	Office Supplies	Tennsco Lockers, Gray	83,92
01.12.2017	Michigan	TEC-PH-10001700	Technology	Panasonic KX-TG6844B Expandable Digital Cordless Telephone	131,98
01.12.2017	Michigan	OFF-BI-10003274	Office Supplies	Avery Durable Slant Ring Binders, No Labels	15,92
01.12.2017	Michigan	OFF-FA-10000134	Office Supplies	Advantus Push Pins, Aluminum Head	52,29
01.12.2017	Michigan	OFF-ST-10001522	Office Supplies	Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h	91,99
09.02.2015	Texas	TEC-AC-10001266	Technology	Memorex Micro Travel Drive 8 GB	20,80
02.01.2015	Ohio	OFF-LA-10004544	Office Supplies	Avery 505	23,68
02.01.2015	Ohio	FUR-BO-10004695	Furniture	O'Sullivan 2-Door Barrister Bookcase in Odessa Pine	452,45
02.01.2015	Ohio	TEC-PH-10002844	Technology	Speck Products Candyshell Flip Case	62,98
02.01.2015	Ohio	TEC-MA-10000864	Technology	Cisco 9971 IP Video Phone Charcoal	1188,00
02.01.2015	Ohio	TEC-AC-10000109	Technology	Sony Micro Vault Click 16 GB USB 2.0 Flash Drive	89,58
28.10.2016	California	OFF-ST-10001328	Office Supplies	Personal Filing Tote with Lid, Black/Gray	93,06
28.10.2016	California	TEC-PH-10002563	Technology	Adtran 1202752G1	302,38
24.12.2015	Ohio	OFF-FA-10000585	Office Supplies	OIC Bulk Pack Metal Binder Clips	5,58
24.12.2015	Ohio	OFF-PA-10004000	Office Supplies	While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle	22,70
24.12.2015	Ohio	OFF-BI-10002852	Office Supplies	Ibico Standard Transparent Covers	19,78
24.12.2015	Ohio	FUR-FU-10000087	Furniture	"Executive Impressions 14"" Two-Color Numerals Wall Clock"	72,70
24.12.2015	Ohio	TEC-MA-10001148	Technology	Swingline SM12-08 MicroCut Jam Free Shredder	479,99
24.12.2015	Ohio	OFF-AR-10001958	Office Supplies	Stanley Bostitch Contemporary Electric Pencil Sharpeners	27,17
09.08.2015	Michigan	OFF-AR-10001026	Office Supplies	Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow	2,20
09.08.2015	Michigan	FUR-TA-10003748	Furniture	Bevis 36 x 72 Conference Tables	622,45
09.08.2015	Michigan	OFF-ST-10002485	Office Supplies	Rogers Deluxe File Chest	21,98
28.02.2015	Tennessee	FUR-CH-10004860	Furniture	Global Low Back Tilter Chair	161,57
28.02.2015	Tennessee	FUR-CH-10004477	Furniture	Global Push Button Manager's Chair, Indigo	389,70
13.09.2014	North Carolina	OFF-BI-10001679	Office Supplies	GBC Instant Index System for Binding Systems	18,65
07.04.2017	Florida	FUR-TA-10001705	Furniture	Bush Advantage Collection Round Conference Table	233,86
07.04.2017	Florida	FUR-TA-10003473	Furniture	Bretford Rectangular Conference Table Tops	620,61
07.04.2017	Florida	OFF-BI-10001679	Office Supplies	GBC Instant Index System for Binding Systems	5,33
07.04.2017	Florida	FUR-FU-10004017	Furniture	"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""	258,07
07.04.2017	Florida	TEC-AC-10003832	Technology	Logitech P710e Mobile Speakerphone	617,98
12.11.2017	California	OFF-PA-10002479	Office Supplies	Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)	10,56
04.06.2016	Illinois	OFF-PA-10003349	Office Supplies	Xerox 1957	25,92
04.06.2016	Illinois	FUR-FU-10000576	Furniture	Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base	419,68
04.06.2016	Illinois	FUR-FU-10004351	Furniture	Staple-based wall hangings	11,69
04.06.2016	Illinois	TEC-PH-10000011	Technology	PureGear Roll-On Screen Protector	31,98
04.06.2016	Illinois	FUR-TA-10002607	Furniture	KI Conference Tables	177,23
04.06.2016	Illinois	FUR-FU-10002505	Furniture	Eldon 100 Class Desk Accessories	4,04
04.06.2016	Illinois	OFF-AR-10004685	Office Supplies	Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set	7,41
01.06.2014	Minnesota	FUR-CH-10004063	Furniture	Global Deluxe High-Back Manager's Chair	2001,86
01.06.2014	Minnesota	OFF-ST-10002276	Office Supplies	Safco Steel Mobile File Cart	166,72
01.06.2014	Minnesota	OFF-PA-10004082	Office Supplies	Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book	47,88
01.06.2014	Minnesota	OFF-AP-10002945	Office Supplies	Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room	1503,25
01.06.2014	Minnesota	OFF-PA-10000061	Office Supplies	Xerox 205	25,92
10.12.2016	California	FUR-CH-10002965	Furniture	Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black	321,57
11.09.2016	California	OFF-PA-10004569	Office Supplies	"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"	7,61
11.09.2016	California	TEC-AC-10003832	Technology	Logitech P710e Mobile Speakerphone	3347,37
10.12.2016	New York	OFF-ST-10001228	Office Supplies	Fellowes Personal Hanging Folder Files, Navy	80,58
10.12.2016	New York	OFF-EN-10003296	Office Supplies	Tyvek Side-Opening Peel & Seel Expanding Envelopes	361,92
